psu_id,strat_id,YEAR,WAVE,month,kod,SUB_REG,ST,MODE_FX,AREA_X,ID_CODE,sp_code,common,LNGTH,WGT,l_cm_bin,l_in_bin,lngth_imp,wgt_imp,wp_size,imp_rec,VAR_ID,ARX_METHOD,ALT_FLAG,date_published
202269131764520221127,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1764520221127001,,,,,,,0,0,2515.2193908,,202211913weS:8AM-8PM,,0,04/26/2023
202269131764520221127,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1764520221127002,,,,,,,0,0,2515.2193908,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221110,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1794720221110007,,,,,,,0,0,1995.4191614,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131794720221110,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1794720221110008,,,,,,,0,0,1995.4191614,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131794720221111,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221111001,,,,,,,0,0,3808.1870844,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221111,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221111002,,,,,,,0,0,3808.1870844,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221111,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221111003,,,,,,,0,0,3808.1870844,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113001,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113002,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113003,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113004,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113005,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131794720221113,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1794720221113006,,,,,,,0,0,8563.2318203,,202211913weS:8AM-8PM,,0,04/26/2023
202269131803720221112,202211913weS:8AM-8PM,2022,6,11,we,4,9,3,5,1803720221112001,,,,,,,0,0,8168.1193057,,202211913weS:8AM-8PM,,0,04/26/2023
202269131804620221103,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221103001,,,,,,,0,0,3972.8556764,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221103,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221103002,,,,,,,0,0,2360.8736422,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221103,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221103003,,,,,,,0,0,2360.8736422,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221103,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221103004,,,,,,,0,0,2360.8736422,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221103,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221103005,,,,,,,0,0,2360.8736422,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221115,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221115001,,,,,,,0,0,53057.164302,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221115,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221115002,,,,,,,0,0,53057.164302,,202211913wdS:8AM-8PM,,0,04/26/2023
202269131804620221115,202211913wdS:8AM-8PM,2022,6,11,wd,4,9,3,5,1804620221115003,,,,,,,0,0,53057.164302,,202211913wdS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,424,1.41,42,16,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,419,1.36,41,16,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,436,1.53,43,17,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,476,1.96,47,18,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,404,1.23,40,15,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,414,1.32,41,16,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,413,1.31,41,16,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,419,1.36,41,16,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,436,1.53,43,17,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,406,1.25,40,15,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,444,1.61,44,17,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,458,1.76,45,18,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,441,1.58,44,17,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106013,8839010101,TAUTOG,406,1.25,40,15,0,1,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106014,,,,,,,0,0,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106015,,,,,,,0,0,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106016,,,,,,,0,0,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106017,,,,,,,0,0,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151764520221106,202211915weS:8AM-8PM,2022,6,11,we,4,9,5,5,1764520221106018,,,,,,,0,0,8.2962078039,,202211915weS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103003,8839010101,TAUTOG,476,1.96,47,18,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103003,8835020102,STRIPED BASS,840,6.86,84,33,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103003,8835430101,SCUP,238,0.34,23,9,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103003,8835430101,SCUP,405,1.10,40,15,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103004,8835430101,SCUP,262,0.42,26,10,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103004,8835430101,SCUP,248,0.35,24,9,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103004,8835020102,STRIPED BASS,734,4.30,73,28,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103004,8839010101,TAUTOG,424,1.41,42,16,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103005,8839010101,TAUTOG,414,1.32,41,16,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103005,8835020102,STRIPED BASS,754,5.50,75,29,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103005,8835430101,SCUP,216,0.24,21,8,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103006,8835430101,SCUP,251,0.38,25,9,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103006,8839010101,TAUTOG,458,1.76,45,18,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103007,8835020301,BLACK SEA BASS,425,0.80,42,16,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103007,8835430101,SCUP,264,0.50,26,10,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103008,8835430101,SCUP,275,0.55,27,10,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269151796720221103,202211915wdS:8AM-8PM,2022,6,11,wd,4,9,5,5,1796720221103008,8835020301,BLACK SEA BASS,499,1.10,49,19,1,1,11.210138198,,202211915wdS:8AM-8PM,,0,04/26/2023
202269171764520221103,202211917wdS:8AM-8PM,2022,6,11,wd,4,9,7,5,1764520221103001,,,,,,,0,0,436.47453251,,202211917wdS:8AM-8PM,,0,04/26/2023
202269171764520221103,202211917wdS:8AM-8PM,2022,6,11,wd,4,9,7,5,1764520221103002,,,,,,,0,0,436.47453251,,202211917wdS:8AM-8PM,,0,04/26/2023
202269171764520221103,202211917wdS:8AM-8PM,2022,6,11,wd,4,9,7,5,1764520221103003,,,,,,,0,0,436.47453251,,202211917wdS:8AM-8PM,,0,04/26/2023
202269171764520221103,202211917wdS:8AM-8PM,2022,6,11,wd,4,9,7,5,1764520221103004,8839010101,TAUTOG,434,1.35,43,17,1,1,357.50616863,,202211917wdS:8AM-8PM,,0,04/26/2023
202269171764520221103,202211917wdS:8AM-8PM,2022,6,11,wd,4,9,7,5,1764520221103005,,,,,,,0,0,357.50616863,,202211917wdS:8AM-8PM,,0,04/26/2023
202269171764520221104,202211917weS:8AM-8PM,2022,6,11,we,4,9,7,5,1764520221104001,,,,,,,0,0,1577.8944394,,202211917weS:8AM-8PM,,0,04/26/2023
202269171764520221104,202211917weS:8AM-8PM,2022,6,11,we,4,9,7,5,1764520221104002,,,,,,,0,0,1577.8944394,,202211917weS:8AM-8PM,,0,04/26/2023
202269171764520221104,202211917weS:8AM-8PM,2022,6,11,we,4,9,7,5,1764520221104003,,,,,,,0,0,1577.8944394,,202211917weS:8AM-8PM,,0,04/26/2023
202269171764520221104,202211917weS:8AM-8PM,2022,6,11,we,4,9,7,5,1764520221104004,8839010101,TAUTOG,404,1.10,40,15,0,0,1577.8944394,,202211917weS:8AM-8PM,,0,04/26/2023
